timestamp,device index,device type,manufacturer,serial number,product,hardware version,battery status,descriptor,source type,product name,autopauseAfter,firmware,deviceId,autopauseEnabled,horizontalDiscard,smoothingFilter,verticalDiscard,horizontalSmoothingBypass,charge,verticalSmoothingBypass,lowSpeedFilter,maxDistance,bike serial number,battery1 serial number
1096200048,0,,63,479933463,63002,34,,Specialized App,5,Specialized App on Nothing A063,3,RRA-4.9.0,479933463,1,199,1,19,10,,2,0.4000000059604645,55,,
1096200049,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200053,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200054,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200055,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200056,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200057,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200058,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200059,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200060,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200061,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200062,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200070,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200071,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200072,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200073,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200074,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200079,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200081,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200083,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200085,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200087,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200088,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200091,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200092,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200093,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200095,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200097,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200099,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200102,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200103,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200104,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200105,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200106,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200107,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200109,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200110,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200111,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200112,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200113,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200114,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200115,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200117,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200119,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200121,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200122,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200124,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200125,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200127,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200129,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200133,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200139,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200140,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200144,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200146,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200147,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200149,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200151,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200154,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200156,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200157,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200166,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200168,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200170,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200171,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200173,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200174,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200175,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200176,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200177,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200178,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,100,,,,WSBC001130512T,236G5LA1004RM00000000000000000